person_assigned,double-checked by,rowID,speciesID,common_name,species,doc_type,sara_status,doc_citation,url,web_pub_date,year_published,status_appraisal_rapid_review,final,amendment,taxonomic_group,EOO,IAO,locations,endemic_NA,endemic_canada,continuous_USA,cosewic_status,ranges,cosewic_examined_date,date_of_listing,gic_decision,criteria_used_listing_1,criteria_used_listing_2,criteria_used_listing_3,criteria_used_listing_4,criteria_used_listing_5,1_notes_on_model,1_type_of_model_used,1_report_section_model _referenced,1_uncertainty_reported,1_type_uncertainty_reported,1_degree_of_uncertainty,1_reference,1_reference_type,1_rationale_reference,1_model_species_specific ,1_criteria_model_used_to_inform,1_model_used_listing_decision,1_rationale_model_used_listing_decision,2_notes_on_model,2_type_of_model_used,2_report_section_model _referenced,2_uncertainty_reported,2_type_uncertainty_reported,2_degree_of_uncertainty,2_reference,2_reference_type,2_rationale_reference,2_model_species_specific ,2_criteria_model_used_to_inform,2_model_used_listing_decision,2_rationale_model_used_listing_decision,3_notes_on_model,3_type_of_model_used,3_report_section_model _referenced,3_uncertainty_reported,3_type_uncertainty_reported,3_degree_of_uncertainty,3_reference,3_reference_type,3_rationale_reference,3_model_species_specific ,3_criteria_model_used_to_inform,3_model_used_listing_decision,3_rationale_model_used_listing_decision,4_notes_on_model,4_type_of_model_used,4_report_section_model _referenced,4_uncertainty_reported,4_type_uncertainty_reported,4_degree_of_uncertainty,4_reference,4_reference_type,4_rationale_reference,4_model_species_specific ,4_criteria_model_used_to_inform,4_model_used_listing_decision,4_rationale_model_used_listing_decision,was_model_mentioned_anywhere_else,were_multiple_models_mentioned_elsewhere,report_sections_additional_model_referenced,flag_for_group_discussion,flag_resolution
Caitlin/Lucas,Jayme,857,7,killer whale northeast pacific southern resident population,Orcinus orca,COSEWIC Status Reports,Endangered,"COSEWIC. 2008. COSEWIC assessment and update status report on the Killer Whale Orcinus orca, Southern Resident population, Northern Resident population, West Coast Transient population, Offshore population and Northwest Atlantic / Eastern Arctic population, in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. viii + 65 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=killer%20whale%20northeast%20pacific%20southern%20resident%20population,8/28/09,2008,0,1,0,Mammals (marine),220000,99549,NR,0,0,1,Endangered,Pacific_Ocean,11/1/08,6/5/03,NA,"C2a(i,ii)",D1,NA,NA,NA,"The risk of extinction for Southern Resident Killer Whales has been estimated from population viability analyses but the results provide little insight on the population’s future. It is predicted that if the mortality and reproductive rates of the 1990s persist, there is a 6-100% probability that the population will be extinct within 100 years...",demographic,POP,N,NRP,NRP,"Taylor, M. and B. Plater. 2001. Population viability analysis for the southern resident population of the killer whale Orcinus orca. Centre for Biological Diversity, Tucson, Arizona. 30 p ",GL,some kind of organization report,Y,E,N,PVA was not informative (says so directly in table and in text),"Overall, there was a striking inverse correlation between mortality rates of Resident Killer Whales and abundance of Chinook Salmon during 1979-2004 (R2 =0.763, p < 0.001; Ford et al. 2005b). There was also a significant positive correlation with birth rates during the same period (R2 =0.227, p < 0.05; Ford et al. 2005",demographic,THR,N,NRP,NRP,Ford et al. 2005b,GL,Governement document,Y,C,Y,"species listed under C, ""The population is small and declining, and the decline is expected to continue. Southern residents are limited by the availability of their principal prey, Chinook Salmon. There are forecasts of continued low abundance of Chinook Salmon. Southern residents are also threatened by increasing physical and acoustical disturbance, oil spills and contaminants.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,THR,NA,NA
Aaliyah,,559,12,blue whale pacific population,Balaenoptera musculus,COSEWIC Status Reports,Endangered,"COSEWIC. 2012. COSEWIC status appraisal summary on the Blue Whale Balaenoptera musculus, Pacific population in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=blue%20whale%20pacific%20population,1/3/13,2012,1,1,0,Mammals (marine),20000,20000,NR,0,0,1,Endangered,Pacific_Ocean,5/1/12,1/12/05,NA,A2abd,D1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA
Hossam,,638,150,north pacific right whale,Eubalaena japonica,COSEWIC Status Reports,Endangered,COSEWIC. 2015. COSEWIC status appraisal summary on the North Pacific Right Whale Eubalaena japonica in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xiiipp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=north%20pacific%20right%20whale,2/4/16,2015,1,1,0,Mammals (marine),NR,NR,NR,0,0,1,Endangered,Pacific_Ocean,5/1/15,8/15/06,NA,A2abd,D1,NA,NA,NA,[flag - Same model used twice (once using photographs and once via genotyping - two outputs with two different CI are given)] Mark recapture model used to derive population estimate using photographs and genotyping,abundance ,OTH,Y (for both outputs),CI (for both),"MED (for photos), LOW (for genotyping)",Wade et al. (2011a),PR,NA,Y,Y,Y,"Species is listed under criterias A and D. Relevent to criteria A because model estimates population numbers and population reduction listed as >50% under criteria A. Relevant to criteria D because model estimates population numbers and total mature individuals listed as ""unlikely more than 250 individuals over its entire range"" under criteria D.","acoustic cue-counting distance sampling model: ""vocalizations recorded on three autonomous recording instruments moored in the southeastern Bering Sea during 2001–2002 and 2005–2006 were used in an acoustic cue-
counting distance sampling model to obtain an estimate of 25 animals""",abundance,OTH,Y,CI,MED,Marques et al.2011.,PR,NA,Y,"A, D",Y,"Species is listed under criterias A and D. Relevent to criteria A because model estimates population numbers and population reduction listed as >50% under criteria A. Relevant to criteria D because model estimates population numbers and total mature individuals listed as ""unlikely more than 250 individuals over its entire range"" under criteria D. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,OTH,flag-one model used twice,"resolved- status appraisal summary, removing from data analysis sheet"
Lucas,,937,153,sea otter,Enhydra lutris,COSEWIC Status Reports,Special Concern,COSEWIC 2007. COSEWIC assessment and update status report on the sea otter Enhydra lutris in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 36 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=sea%20otter,8/30/07,2007,0,1,0,Mammals (marine),10000,10000,2,0,0,1,Special Concern,BC Pacific_Ocean,4/1/07,6/5/03,Downlist,NA,NA,NA,NA,NA,"Vancouver Island Model-counts from 1977 to 2004 resulted in a rate of 15.6% per year along Vancouver Island. A piece-wise regression which allowed for an inflection in the log-linear regression provided a slightly better fit and estimated the growth from 1977 to 1995 to 19.1% per year, and then 8.0% per year
from 1995 to 2004 (Nichol et al. 2005) (Figure 4).",abundance,POP,NRP,NRP,NRP,"Nichol, L.M., J.C. Watson, G.E. Ellis and J.K.B. Ford. 2005. An assessment of abundance and growth of the sea otter (Enhydra lutris) population in British
Columbia. Canadian Science Advisory Secretariat, Research Document #094, Fisheries and Oceans Canada. 27 pp.",GL,govt research doc,Y,A,flag,flag,A simple log-linear regression indicates the population on the central coast grew at 12.4% per year between 1990 and 2004 (Nichol et al. 2005),abundance,POP,NRP,NRP,NRP,"Nichol, L.M., J.C. Watson, G.E. Ellis and J.K.B. Ford. 2005. An assessment of abundance and growth of the sea otter (Enhydra lutris) population in British
Columbia. Canadian Science Advisory Secretariat, Research Document #094, Fisheries and Oceans Canada. 27 pp.",GL,govt research doc,Y,A,flag,flag,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"THR,POP","flag- see flags, also from threats section they mention population modelling related to an oil spill, then oil spills referenced in RFD",resolved-SC-ignore
Aaliyah,,968,162,steller sea lion,Eumetopias jubatus,COSEWIC Status Reports,Special Concern,COSEWIC. 2013. COSEWIC assessment and status report on the Steller Sea Lion Eumetopias jubatus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xi + 54 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=steller%20sea%20lion,10/15/14,2013,0,1,0,Mammals (marine),6500,28,5,0,0,1,Special Concern,BC Pacific_Ocean,11/1/13,7/14/05,NA,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,NA
Caitlin,,525,433,sei whale pacific population,Balaenoptera borealis,COSEWIC Status Reports,Endangered,"COSEWIC. 2013. COSEWIC status appraisal summary on the Sei Whale Balaenoptera borealis, Pacific population, in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=sei%20whale%20pacific%20population,12/31/13,2013,1,1,0,Mammals (marine),10000,10000,NR,0,0,1,Endangered,Pacific_Ocean,5/1/13,1/12/05,NA,A2ad,D1 ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA
Lucas,,,,sea otter,Enhydra lutris,COSEWIC Status Reports,Special Concern,COSEWIC. 2022. COSEWIC assessment and status report on the Sea Otter Enhydra lutris in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 69 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=Enhydra%20lutris,3/31/23,2022,0,1,0,Mammals (marine),,,,,,,Special Concern,,,,,NA,NA,NA,NA,NA,piecewise regression,abundance,POP,Y,CI,HIGH,NRP,NEW,"no citation- wording makes it seem like they did it: ""Based on survey data, Nichol et al. (2005) reported the finite growth rate of the Canadian Sea Otter population, estimated from a piecewise regression, to be +20.2% per year from 1977-1994, and +9.4% per year from 1994-2004. The results of a similar regression including data from the more recent counts (2008, 2013, and 2017; Table 2) indicated the rate of population growth slowed after 1995""",Y,A,flag,flag,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"POP, THR",flag-SC/listing decision- also population model referred to in threats section related to oil spills which is mentioned in RFD,resolved-SC-ignore
Lucas,Caitlin,61,25,caribou dolphin and union population,Rangifer tarandus,COSEWIC Status Reports,Special Concern,"COSEWIC. 2017. COSEWIC assessment and status report on the Caribou, Dolphin and Union population, Rangifer tarandus, in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xii + 51 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=caribou%20dolphin%20and%20union%20population,10/15/18,2017,0,1,0,Mammals (terrestrial),"499,449 km2","391,292 km2",1,1,1,0,Endangered,NT NU,11/1/17,2/4/11,NA,A2ad+4acd,NA,NA,NA,NA,"Assuming a 7-year generation time, a population trend was extrapolated over three generations (beginning in 2017) by fitting a model based on an exponential rate of decline, using the IUCN Red List Assessment Tool for Criterion A (see IUCN Standards & Petitions Subcommittee 2017). This yielded a three-generation trend estimate of -52% and -52.6% for corrected and uncorrected estimates, respectively. A 9- year generation time suggested higher decline rates (-61.1% and -61.7%) for both estimates.",abundance,POP,Y,SE,flag-graph,NRP,NEW,"""Assuming a 7-year generation time, a population trend was extrapolated over three generations (beginning in 2017) by fitting a model based on an exponential rate of decline, using the IUCN Red List Assessment Tool for Criterion A""",Y,A,Y,model outputs reported under applicability of criterion A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"POP, OTH",NA,NA
Aaliyah,,139,1040,grizzly bear western population,Ursus arctos,COSEWIC Status Reports,Special Concern,COSEWIC. 2012. COSEWIC assessment and status report on the Grizzly Bear Ursus arctos in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xiv + 84 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=grizzly%20bear%20western%20population,1/3/13,2012,0,1,0,Mammals (terrestrial),5370000 km2,2980000 km2,NA,1,0,1,Special Concern,YT NT NU BC AB SK MB,5/1/12,5/30/18,List,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,NA
Caitlin/Aaliyah,Jayme,354,187,western harvest mouse dychei subspecies,Reithrodontomys megalotis dychei,COSEWIC Status Reports,Endangered,"COSEWIC. 2020. COSEWIC assessment and status report on the Western Harvest Mouse Reithrodontomys megalotis, megalotis subspecies and dychei subspecies, in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xv + 37 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=western%20harvest%20mouse%20dychei%20subspecies,10/21/20,2019,0,1,0,Mammals (terrestrial),562 km2,164 km2,> 10,1,0,0,Endangered,AB,11/1/19,3/5/09,NA,B1b(v)c(iv)+2b(v)c(iv),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"HAB, POP, THR",NA,NA
Lucas,Hossam,699,53,american badger jacksoni subspecies,Taxidea taxus jacksoni,COSEWIC Status Reports,Endangered,COSEWIC. 2012. COSEWIC assessment and status report on the American Badger Taxidea taxus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. iv + 63 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=american%20badger%20jacksoni%20subspecies,11/14/13,2012,0,1,0,Mammals (terrestrial),15438,2000,NR,1,0,1,Endangered,ON,11/1/12,6/5/03,NA,D1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,OTH,NA,NA
Aaliyah/Caitlin,Jayme,551,62,caribou atlantic-gaspesie population,Rangifer tarandus,COSEWIC Status Reports,Endangered,"COSEWIC. 2014. COSEWIC assessment and status report on the Caribou Rangifer tarandus, Newfoundland population, Atlantic-Gasp√É¬©sie population and Boreal population, in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xxiii + 128 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=caribou%20atlantic%20-%20gaspesie%20population,12/11/15,2014,0,1,0,Mammals (terrestrial),1500,1000,3,1,1,0,Endangered,QC,11/1/14,6/5/03,NA,"B1ab(iii,v)",C2a(i),D1,E,NA,"Population Viability Analysis estimated that if calf recruitment remains at the mean level observed from 2009 to 2011, the average time to extirpation is 20.5 years and all simulation models predict extinction by 2056. Lesmerises (2012) demonstrated that the average time to extinction would be 20.5 years (± 6.7 years) if calf mortality of the GP remains at 89%, which is the mean level reported in 2009-2011. No iteration goes beyond 2057 with this modelling scenario. This PVA suggested that calf survival must remain between 41 and 43%, or approximately 33 calves:100 females to assure sustainability for the next 100 years.",demographic,POP,N,NRP,NRP,"Lesmerises, F. 2012. Analyses de viabilité de la population de caribou des bois (Rangifer tarandus caribou) de la Gaspésie. Rimouski, QC. 34 p.",GL,Looks like goverment document but unsure,Y,E,Y,stated in Criteria table,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"THR, OTH",NA,NA
Hossam,,1025,63,american badger taxus subspecies,Taxidea taxus taxus,COSEWIC Status Reports,Special Concern,COSEWIC. 2012. COSEWIC assessment and status report on the American Badger Taxidea taxus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. iv + 63 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=american%20badger%20taxus%20subspecies,11/14/13,2012,0,1,0,Mammals (terrestrial),721096,173000,NR,1,0,1,Special Concern,AB SK MB ON,11/1/12,2/2/18,List,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,"DIS, HAB",NA,NA
Hossam,Jayme,667,54,caribou boreal population,Rangifer tarandus,COSEWIC Status Reports,Threatened,"COSEWIC. 2014. COSEWIC assessment and status report on the Caribou Rangifer tarandus, Newfoundland population, Atlantic-Gasp√É¬©sie population and Boreal population, in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. xxiii + 128 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=caribou%20boreal%20population,12/11/15,2014,0,1,0,Mammals (terrestrial),3000000,2450000,NR,1,0,0,Threatened,YT NT BC AB SK MB ON QC NL,11/1/14,6/5/03,NA,A3bc,4abc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,"POP, THR",NA,NA
Caitlin/Hossam,Jayme,843,130,vancouver island marmot,Marmota vancouverensis,COSEWIC Status Reports,Endangered,COSEWIC. 2008. COSEWIC assessment and update status report on the Vancouver Island marmot Marmota vancouverensis in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. vii + 29 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=vancouver%20island%20marmot,8/28/08,2008,0,1,0,Mammals (terrestrial),170,22,10,1,1,0,Endangered,BC,4/1/08,6/5/03,NA,A2a,C2a(i),D1,NA,NA,"Regression model correcting raw counts with colony specific data; Recently, locally weighted regression (Cleveland 1979) was used to interpolate missing values, using colony-specific data obtained from previous and subsequent years for the same site…Over the last 16 years (1991-2007) or 3 marmot generations, the estimated total population has declined from about 195 to about 85 (Fig. 4), a 56% decline. Because released marmots are excluded from this assessment, however, the 3-generation estimated decline is nearly 80%",abundance,POP,N,NRP,NRP,"Bryant, A.A. 2000. Relative importance of episodic versus chronic mortality in the decline of Vancouver Island marmots (Marmota vancouverensis). Pages 189-195 in: Darling, L.M., (editor): Proceedings of a conference on the biology and management of species and habitats at risk (Kamloops, BC, Feb. 15-19 1999). Volume I. BC Ministry of Environment, Lands and Parks, and University College of the Cariboo, Victoria, B.C.",GL,proceedings from conference,Y,A,Y,"Model used to correct population estimates, which were then used to determine decline of 80% over 3 generations (criterion A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA
Caitlin,Aaliyah,740,245,tri-colored bat,Perimyotis subflavus,COSEWIC Status Reports,Endangered,NA,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=tri%20-%20colored%20bat,NA,2013,0,1,0,Mammals (terrestrial),20000,2000,1,1,0,1,Endangered,ON QC NB NS,11/1/13,11/26/14,NA,A2abe+3be+4abe ,NA,NA,NA,NA,"In the US, simulation modelling based on dispersal, cave location, climate, and distance predicted that WNS will first reach the Rocky Mountains in 2015 and Pacific coast in 2031 (18 yrs), with the slowest infection along Mexican border. There is no evidence to suggest different results between Canada and US. ",other,THR,N,NRP,NRP,"Maher, S., et al. 2012. Spread of white-nose syndrome on a network regulated by
geography and climate. Nature Communications 3:1306/DOI:10.1038/ncomms2301.",PR,NA,N,"A,D",N,"Although this species is listed under A, the table specifically says that certain sub-criteria relating to WNS in hibernacula do not apply bc they were not used to directly infer population size","some kind of demography model. For P. subflavus, the modelling by Langwig et al. (2012) suggests that <6 P. subflavus in a hibernaculum may be below a threshold of risk of transmission. However, the model was based on data as of April 2010 when some hibernacula still had higher survival rates and some caves were uninfected ",demographic,THR,N,NRP,NRP,"Langwig, K., W. Frick, J. Bried, A. Hicks, T. Kunz, and A. Kilpatrick. 2012. Sociality,
density-dependence and microclimates determine the persistence of populations
suffering from a novel fungal disease, white-nose syndrome. Ecology Letters
doi:10.1111/j.1461-0248.2012.1829.",PR,NA,Y,"A,D",N,"Demographic model informs how detrimental WNS is for spread among tri-colored bats using number of adults in typical hibernaculum. A and D both refer to WNS affecting population, but are not used to directly estimate population (therefore not listed under correct criterion under A)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,N,POP,"flag- come back to this one, I was so exhausted when I did this",resolved
Hossam,,998,307,polar bear,Ursus maritimus,COSEWIC Status Reports,Special Concern,"COSEWIC. 2008. COSEWIC assessment and update status report on the polar bear Ursus maritimus in Canada. Committee on the Status of Endangered Wildlife in Canada, Ottawa. vii + 75 pp.",https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=polar%20bear,8/28/08,2008,0,1,0,Mammals (terrestrial),9100000,5600000,1,1,0,1,Special Concern,YT NT NU MB ON QC NL Arctic_Ocean,4/1/08,10/27/11,NA,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,exclude,NA
Caitlin,,921,337,woodland vole,Microtus pinetorum,COSEWIC Status Reports,Special Concern,COSEWIC. 2010. COSEWIC assessment and status report on the Woodland Vole Microtus pinetorum in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. x + 35 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=woodland%20vole,9/9/11,2010,0,1,0,Mammals (terrestrial),37016,148,10,1,0,1,Special Concern,ON QC,11/1/10,6/5/03,NA,NA,NA,NA,NA,NA,"Habitat suitability model in Ontario using northern range limit, forest cover, soil drainage. Model identified 280,440 ha of potentially suitable habitat ",distributional,HAB,N,NRP,NRP,"Bowman, J., K.R. Middel, and J.R. Johnson. 2004. A landscape-based model of capable woodland vole habitats in Ontario. Ontario Ministry of Natural Resources, Government of Ontario, Peterborough, Ontario. 6pp. ",GL,Government report,Y,B,N,"Criterion B mentions that there ""is probably more suitable habitat"" so I would argue that this habitat suitability model is relevant here",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA
Lucas,Hossam,799,348,pallid bat,Antrozous pallidus,COSEWIC Status Reports,Threatened,COSEWIC. 2000. COSEWIC assessment and update status report on the Pallid Bat Antrozous pallidus in Canada. Committee on the Status of Endangered Wildlife in Canada. Ottawa. v + 18 pp.,https://species-registry.canada.ca/index-en.html#/species?sortBy=commonNameSort&sortDirection=asc&pageSize=10&keywords=pallid%20bat,5/31/00,2010,0,1,0,Mammals (terrestrial),244,144,NR,1,0,1,Threatened,BC,11/1/10,6/5/03,NA,D1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,N,NA,"flag-""Criteria applied at last assessment: Designated Threatened due to high probability of rescue effect, although met criteria for Endangered B1+2c"" ""Meets criterion for B1 and B2 based on small EO and IAO, but only 1 of 3 subcriteria (continuing habitat decline) can be invoked, since number of locations is unknown but likely to be more than five and the population is highly unlikely to be severely fragmented or undergoing fluctuations""",resolved-criteria discrepancy
